Âge,Genre,Revenu Annuel,Indice Satisfaction,Type de Produit Préféré
43,Homme,38997.08732631111,4,Alimentaire
59,Homme,58339.721074666086,2,Vestimentaire
54,Femme,71833.56981984674,7,Alimentaire
51,Femme,95078.69059689889,4,Alimentaire
48,Homme,64570.129258591565,3,Vestimentaire
37,Femme,21945.585654467566,7,Alimentaire
21,Homme,98361.89845201255,9,Électronique
29,Femme,33136.653566909525,4,Vestimentaire
21,Homme,25565.756180384804,9,Alimentaire
44,Femme,58690.18058586858,5,Vestimentaire
27,Homme,89751.58047644021,9,Beauté
38,Femme,81519.36793356395,6,Alimentaire
25,Homme,38165.84827417244,3,Vestimentaire
36,Femme,80850.33762936326,1,Alimentaire
35,Femme,35955.54727827568,1,Beauté
23,Homme,74300.72291225813,6,Alimentaire
27,Homme,67176.91634756785,3,Beauté
24,Femme,21238.9583684085,1,Beauté
26,Homme,85935.59178555763,9,Vestimentaire
27,Femme,52945.619526872935,1,Électronique
25,Femme,98712.59479258531,6,Électronique
60,Femme,37292.63189599476,4,Alimentaire
50,Homme,56055.48566518601,8,Alimentaire
37,Homme,79520.03916878982,6,Alimentaire
30,Homme,59040.126022994955,8,Électronique
38,Femme,87655.56585293471,5,Électronique
64,Femme,67079.9528887124,2,Alimentaire
38,Femme,32444.729930308353,2,Alimentaire
57,Femme,80991.10417825522,3,Alimentaire
39,Homme,98924.33815399777,3,Vestimentaire
63,Homme,39579.284833525,9,Beauté
19,Femme,23651.33686429879,2,Beauté
68,Homme,84963.84640960954,1,Alimentaire
25,Femme,84524.7541559283,3,Vestimentaire
35,Homme,61879.65891719554,2,Électronique
26,Femme,43555.34698105547,4,Alimentaire
39,Homme,50105.05924050867,10,Électronique
25,Femme,90104.16371695323,4,Beauté
34,Femme,94799.80272646128,5,Beauté
64,Femme,67306.64283849028,5,Électronique
53,Homme,61564.01028168744,2,Beauté
54,Femme,27946.075902797664,5,Électronique
22,Femme,72566.40770265552,7,Vestimentaire
21,Homme,24083.662803698226,6,Alimentaire
22,Femme,93027.71665459017,8,Beauté
57,Homme,81433.41678236221,3,Vestimentaire
61,Femme,99247.98510079374,9,Vestimentaire
37,Homme,28854.885201642937,8,Alimentaire
41,Femme,38152.34224471485,3,Beauté
65,Femme,79946.87290702993,5,Électronique
52,Homme,23360.99145075634,1,Beauté
65,Homme,27257.02021562802,1,Alimentaire
59,Femme,34147.70860417779,9,Électronique
19,Femme,64008.55304945752,9,Beauté
21,Homme,92255.75779002775,4,Électronique
40,Femme,21579.47485921648,7,Électronique
56,Homme,41981.356290772914,3,Vestimentaire
20,Femme,52848.85421133296,7,Vestimentaire
43,Homme,23531.265407863044,5,Vestimentaire
48,Femme,30070.756716947137,8,Alimentaire
27,Homme,53373.554008355975,10,Beauté
30,Femme,99273.80612927019,8,Électronique
48,Femme,55913.58529231517,10,Vestimentaire
44,Homme,69703.43489494888,6,Électronique
63,Femme,56518.66664203487,2,Beauté
50,Femme,78987.70198454175,1,Vestimentaire
29,Homme,23649.236036048853,2,Électronique
30,Femme,50371.63242551633,2,Beauté
33,Femme,76679.56347350123,5,Vestimentaire
27,Femme,99674.34118789942,2,Électronique
21,Homme,97405.9013721938,10,Électronique
66,Femme,93399.2832299983,2,Alimentaire
53,Femme,24071.94436452457,2,Alimentaire
27,Femme,94145.34211907219,3,Alimentaire
39,Femme,61454.80060994514,8,Beauté
44,Homme,57947.6515491027,6,Alimentaire
54,Homme,35898.09655333549,2,Électronique
44,Femme,99801.82209281561,3,Beauté
41,Homme,83732.91236696715,3,Alimentaire
58,Femme,78823.49648369878,8,Alimentaire
41,Femme,58428.45052702164,6,Électronique
27,Homme,35563.977788541,8,Beauté
39,Femme,97669.4462199598,7,Vestimentaire
18,Homme,94035.45785311377,10,Alimentaire
52,Homme,77723.19176223852,5,Alimentaire
38,Homme,51471.39140211573,5,Vestimentaire
42,Homme,23998.09032011759,8,Électronique
34,Femme,52699.3184197136,6,Électronique
62,Femme,62385.14752896095,1,Vestimentaire
67,Homme,40971.59757154242,3,Alimentaire
38,Femme,50198.57399875801,8,Vestimentaire
68,Homme,75254.87404219573,4,Électronique
48,Homme,42043.17847697309,9,Vestimentaire
25,Homme,64106.66581675895,10,Beauté
48,Femme,83391.87819167679,5,Beauté
29,Femme,70478.3249761082,10,Alimentaire
37,Femme,24239.537344629374,5,Beauté
57,Femme,49308.629801548086,7,Alimentaire
41,Homme,82742.86449892742,6,Alimentaire
50,Homme,37615.95175292251,8,Alimentaire
38,Homme,63794.84201581886,10,Alimentaire
56,Femme,47291.40153893367,7,Beauté
18,Homme,54389.27150516072,4,Vestimentaire
20,Femme,69995.1212291983,3,Électronique
40,Homme,28865.21811739289,7,Vestimentaire
59,Homme,46479.81273657078,2,Alimentaire
26,Femme,54369.13993673225,6,Électronique
32,Femme,89915.83981119235,7,Vestimentaire
42,Homme,86210.00360446381,8,Électronique
41,Femme,52613.81799625316,9,Beauté
49,Homme,53417.22878942894,5,Vestimentaire
59,Homme,39067.12885502951,5,Électronique
19,Homme,71457.60417058803,9,Alimentaire
53,Homme,26826.8434317899,1,Alimentaire
64,Femme,48332.84147352702,7,Alimentaire
37,Femme,60214.231254581886,3,Beauté
22,Homme,65150.71904364339,3,Beauté
69,Femme,20091.234309697415,8,Électronique
24,Femme,30263.799683242825,1,Vestimentaire
36,Femme,50829.843063722925,1,Beauté
30,Femme,72806.23037420519,6,Alimentaire
46,Femme,26147.638485700827,6,Vestimentaire
45,Homme,72774.26025113132,8,Alimentaire
24,Femme,91955.04952260286,2,Alimentaire
35,Femme,55221.944840206605,10,Vestimentaire
51,Homme,84409.58534564922,10,Vestimentaire
55,Homme,45250.39612751709,4,Beauté
55,Homme,53503.96980926777,6,Électronique
19,Femme,31794.7182401417,10,Alimentaire
21,Femme,98030.94370511195,9,Électronique
27,Homme,66234.7798633622,7,Vestimentaire
20,Femme,51957.91807305537,7,Électronique
31,Femme,73104.37301395039,7,Alimentaire
61,Femme,59283.88985718652,2,Beauté
42,Femme,54819.80318023204,10,Vestimentaire
53,Femme,47063.990331269044,7,Électronique
48,Homme,32501.07365974915,10,Beauté
46,Femme,68823.24626885942,8,Électronique
37,Homme,21852.249365339027,3,Électronique
68,Femme,83780.29103144887,10,Beauté
27,Homme,49231.210681297525,1,Beauté
51,Homme,45579.000312995384,4,Alimentaire
34,Homme,44914.21732098579,5,Alimentaire
20,Femme,31590.221620828113,9,Électronique
60,Femme,20733.690510608012,9,Électronique
40,Femme,25629.55046982271,5,Alimentaire
68,Femme,63233.076930720796,6,Vestimentaire
57,Homme,29766.329629088883,2,Vestimentaire
31,Homme,44649.048370746415,7,Vestimentaire
55,Homme,98277.87136989224,6,Électronique
19,Femme,76531.14379629513,8,Vestimentaire
34,Femme,52216.048519064076,10,Vestimentaire
33,Homme,41584.96113539255,7,Beauté
60,Femme,85888.35520980103,3,Vestimentaire
31,Femme,66820.02270482565,2,Vestimentaire
56,Homme,91726.83234903472,7,Alimentaire
69,Femme,21984.92929639489,8,Électronique
28,Femme,27167.462277002887,10,Électronique
23,Homme,77637.77781557741,4,Alimentaire
41,Homme,97055.08936255598,10,Électronique
38,Homme,27057.088035239067,6,Électronique
54,Homme,53943.732756002144,10,Vestimentaire
18,Femme,81390.01364475355,3,Électronique
41,Homme,22175.10935956029,4,Électronique
30,Femme,64327.97728780666,5,Électronique
49,Femme,98189.78919692695,5,Électronique
59,Femme,90639.57094010302,8,Vestimentaire
23,Femme,91498.86153586404,3,Alimentaire
68,Homme,68543.99146542104,8,Beauté
34,Homme,96038.36880578469,5,Alimentaire
42,Homme,76388.8522651376,1,Alimentaire
21,Femme,90726.49958647015,10,Alimentaire
42,Femme,34217.27018697677,3,Alimentaire
18,Homme,52590.61055499697,8,Vestimentaire
58,Homme,60754.4345425993,8,Beauté
30,Homme,58021.72979437841,9,Vestimentaire
50,Homme,27669.855090682304,5,Vestimentaire
23,Homme,26160.864585446798,8,Vestimentaire
49,Homme,25149.13863100312,1,Beauté
59,Femme,98581.32046506484,2,Vestimentaire
38,Homme,57612.94073123164,5,Vestimentaire
24,Femme,79924.20027410124,1,Beauté
34,Homme,24766.223140058355,10,Beauté
29,Femme,85090.06164155116,7,Électronique
29,Femme,47951.28043552967,8,Vestimentaire
18,Homme,92339.31980432787,7,Alimentaire
44,Femme,22414.301487704895,2,Électronique
48,Femme,85402.22869494381,8,Alimentaire
21,Femme,20811.634591800932,4,Électronique
59,Femme,74898.54695522846,4,Alimentaire
59,Femme,77943.16544703275,10,Beauté
32,Homme,97458.70551766081,10,Beauté
39,Femme,36463.4813569556,10,Vestimentaire
60,Homme,95956.04241441759,3,Électronique
52,Homme,32350.512361378518,8,Vestimentaire
56,Femme,67129.50028985285,10,Électronique
47,Femme,70780.36797858123,10,Vestimentaire
36,Femme,44628.60502515572,5,Alimentaire
37,Homme,21721.980320896757,7,Beauté
50,Femme,88025.90058814864,2,Vestimentaire
58,Homme,56554.81337864197,3,Vestimentaire
67,Femme,72845.5060829513,4,Vestimentaire
18,Femme,63562.28530450015,7,Alimentaire
69,Femme,64969.904506513776,10,Beauté
26,Homme,52533.56730803761,9,Beauté
64,Femme,83516.13838863796,4,Beauté
46,Homme,79153.73206778217,3,Vestimentaire
27,Homme,47799.37536472006,8,Électronique
54,Femme,43724.812077408016,4,Électronique
41,Femme,48414.395726055096,1,Alimentaire
37,Homme,36820.869752730294,1,Beauté
42,Homme,42580.62623520271,10,Alimentaire
56,Homme,61282.87689244826,3,Électronique
27,Femme,89443.88424501075,10,Alimentaire
19,Homme,64009.3432238946,7,Vestimentaire
30,Femme,81221.78400922127,10,Alimentaire
33,Homme,94218.86360162323,5,Vestimentaire
26,Homme,25475.676962972055,6,Électronique
55,Homme,27920.659039289592,5,Électronique
46,Femme,80412.52416737181,10,Beauté
62,Femme,66366.94097276626,2,Électronique
60,Homme,68964.14096509038,10,Vestimentaire
33,Femme,43746.6099792437,1,Beauté
60,Homme,54138.370368984775,10,Électronique
57,Homme,50858.587988506675,8,Beauté
28,Femme,97369.44641808831,8,Alimentaire
49,Femme,71598.3130255907,4,Vestimentaire
53,Femme,91034.38534185488,7,Électronique
62,Homme,68894.07197809876,6,Alimentaire
33,Femme,41132.456657683455,4,Électronique
27,Homme,31839.329003082054,8,Alimentaire
58,Femme,49236.57035728176,1,Électronique
40,Homme,72144.48446520482,9,Alimentaire
26,Homme,67562.28249384084,8,Électronique
50,Homme,76324.6924273612,5,Alimentaire
24,Femme,21950.144039634615,6,Beauté
52,Femme,62311.06977070856,3,Vestimentaire
31,Homme,22674.268545030794,5,Électronique
40,Femme,40408.67443233237,10,Électronique
67,Femme,32037.90987178249,7,Beauté
24,Homme,87201.16723233728,5,Beauté
68,Homme,59547.38503487178,1,Vestimentaire
25,Homme,68353.16745267744,6,Vestimentaire
68,Homme,24034.0837805838,4,Beauté
30,Femme,35511.400350641044,3,Électronique
30,Homme,21970.523261115337,7,Électronique
23,Femme,58140.98175615909,5,Beauté
40,Femme,73205.37710742938,6,Électronique
27,Homme,48562.3685530722,2,Vestimentaire
25,Homme,95245.66823941836,6,Vestimentaire
18,Homme,76179.97210161903,10,Alimentaire
69,Homme,85044.73622485911,6,Alimentaire
68,Homme,32291.21293781998,7,Électronique
65,Homme,93205.69714612908,7,Vestimentaire
69,Homme,33550.41584422406,6,Vestimentaire
57,Femme,92837.25779646082,4,Beauté
68,Homme,46816.403229269,2,Alimentaire
26,Homme,66246.25885112322,8,Beauté
47,Homme,57827.77995773672,3,Beauté
25,Homme,24016.91226404637,9,Alimentaire
50,Femme,86273.73774165072,2,Électronique
22,Homme,50854.29751249096,8,Électronique
51,Homme,57824.91026388053,4,Alimentaire
57,Homme,39503.82936887785,5,Électronique
18,Homme,74169.82366456535,4,Alimentaire
38,Femme,47389.04019341426,5,Beauté
50,Femme,47637.37433247526,3,Beauté
23,Femme,64566.11014022178,7,Électronique
47,Homme,81622.35890284082,3,Alimentaire
39,Homme,82621.70761020016,4,Électronique
37,Femme,52696.845416825134,2,Alimentaire
45,Homme,55469.65928013676,2,Alimentaire
29,Femme,87961.58802596694,4,Vestimentaire
37,Homme,85505.11459779674,4,Électronique
36,Femme,89900.38983340625,1,Beauté
63,Homme,26578.85664965959,4,Vestimentaire
55,Homme,39208.77472545067,6,Électronique
63,Homme,62740.03567709823,3,Électronique
63,Femme,87075.37511271046,1,Beauté
50,Homme,41149.59290431168,10,Beauté
28,Homme,84053.80161385908,7,Vestimentaire
25,Femme,39981.41614402777,6,Alimentaire
34,Homme,50768.27506885167,3,Beauté
25,Homme,55736.885006438526,1,Vestimentaire
40,Homme,73799.32371553523,2,Vestimentaire
69,Femme,94410.58047140502,2,Alimentaire
24,Homme,26852.414324262012,4,Alimentaire
29,Femme,70779.08507509076,4,Vestimentaire
41,Homme,21434.90273063475,10,Alimentaire
64,Homme,96024.81060686389,10,Beauté
25,Femme,40624.38370378438,8,Beauté
40,Homme,36740.51217664374,4,Alimentaire
55,Homme,36899.64213750524,9,Électronique
49,Homme,38437.708786066156,3,Beauté
55,Femme,59816.984156091086,1,Électronique
43,Femme,60383.928249375305,9,Électronique
46,Femme,64537.115726922544,3,Beauté
23,Femme,55394.74004806512,9,Électronique
39,Femme,87771.64043977973,6,Beauté
57,Femme,26400.867011679737,7,Alimentaire
57,Homme,21848.483036099136,3,Alimentaire
47,Femme,40186.02628446615,10,Beauté
47,Femme,45352.85342841553,7,Alimentaire
51,Femme,41870.7882346674,10,Vestimentaire
54,Femme,38558.701229374,5,Beauté
50,Homme,73040.52123568197,5,Électronique
26,Homme,32560.774407134173,7,Électronique
34,Homme,73575.67324467309,6,Beauté
20,Femme,47104.249122908164,4,Électronique
23,Homme,25290.11037456053,6,Beauté
34,Femme,30997.67772800817,8,Vestimentaire
23,Femme,20081.67202371829,2,Beauté
64,Homme,25420.411564731556,7,Alimentaire
48,Femme,79333.45272798678,5,Alimentaire
63,Femme,96382.36197250051,10,Alimentaire
18,Homme,99274.85129627428,7,Alimentaire
21,Homme,95532.09021292119,8,Électronique
28,Femme,22567.03461941683,7,Vestimentaire
23,Femme,35400.17639570394,6,Électronique
66,Homme,74640.57925313935,4,Vestimentaire
65,Femme,38805.31599374981,2,Alimentaire
58,Femme,46451.306685213254,4,Beauté
50,Homme,90213.86388754717,4,Vestimentaire
21,Homme,41094.982361990915,4,Vestimentaire
23,Homme,38896.91215954744,2,Alimentaire
31,Femme,87344.41338067023,4,Vestimentaire
43,Homme,73508.10985843648,10,Vestimentaire
68,Femme,50251.396478732735,3,Beauté
41,Homme,63751.95796857769,9,Électronique
67,Homme,87801.28827601878,2,Vestimentaire
52,Homme,26103.159457383037,10,Électronique
43,Homme,64365.205374784535,7,Beauté
27,Homme,44659.728321655035,5,Beauté
62,Femme,80831.63791612613,6,Alimentaire
65,Homme,58909.61081663994,5,Électronique
34,Homme,52920.06878418772,3,Beauté
54,Homme,89000.70582012617,7,Alimentaire
48,Homme,45623.45351918881,9,Alimentaire
39,Homme,25930.862122302337,10,Électronique
46,Homme,90623.31380046581,5,Électronique
66,Femme,34765.08569838964,1,Électronique
35,Femme,41295.33844630524,10,Alimentaire
32,Homme,63645.54652507236,3,Vestimentaire
41,Femme,27149.912248626355,3,Vestimentaire
60,Homme,97247.86579564713,10,Beauté
24,Femme,84200.26152414893,5,Électronique
18,Homme,48969.5346487293,2,Beauté
25,Femme,37289.378498561324,3,Beauté
45,Femme,42580.69455543325,9,Électronique
68,Homme,31756.815118006314,7,Électronique
20,Femme,63241.575697978195,10,Beauté
35,Homme,55439.801301183295,9,Électronique
21,Femme,67834.85109833635,10,Vestimentaire
33,Homme,59040.0050623113,5,Électronique
63,Homme,22557.332868248683,2,Électronique
30,Femme,48067.42358089547,2,Électronique
41,Femme,47257.28997918354,9,Beauté
31,Homme,77497.59081265166,5,Électronique
57,Homme,33971.99800913962,2,Alimentaire
47,Femme,77125.94927374684,7,Beauté
66,Homme,45618.88830334907,3,Électronique
39,Homme,72616.47733979732,1,Alimentaire
59,Homme,90063.99570119104,1,Vestimentaire
69,Homme,55631.89321596331,5,Alimentaire
53,Femme,64017.76992946119,6,Beauté
58,Homme,65705.1628255833,8,Électronique
54,Homme,26239.0052232053,8,Alimentaire
57,Femme,76675.95874094467,8,Vestimentaire
28,Femme,70008.49170088774,3,Électronique
64,Femme,77801.70642835986,5,Alimentaire
62,Homme,48615.372400539665,8,Alimentaire
60,Femme,83231.70024722906,3,Électronique
30,Femme,31755.624694494316,8,Électronique
26,Homme,53000.42346201306,10,Alimentaire
57,Homme,49592.91131711882,6,Vestimentaire
63,Femme,34421.59701756176,8,Alimentaire
35,Femme,67118.80858277083,6,Beauté
44,Homme,56237.163048793605,1,Alimentaire
58,Homme,62226.96482669147,10,Beauté
31,Homme,40738.602187104436,1,Alimentaire
30,Homme,77826.96711354799,9,Électronique
28,Homme,57227.93814091329,3,Électronique
35,Homme,95349.69585601082,2,Alimentaire
45,Femme,60032.34081836343,4,Vestimentaire
28,Femme,33978.88105164296,1,Beauté
49,Homme,84559.76307803603,10,Beauté
43,Homme,95527.23614372067,8,Alimentaire
69,Femme,49338.91118803377,9,Vestimentaire
55,Homme,68186.44406709788,10,Électronique
44,Homme,49991.92576020055,1,Électronique
42,Femme,40248.094921719516,10,Vestimentaire
30,Femme,71609.99198488926,7,Alimentaire
57,Homme,22334.811914668695,6,Alimentaire
55,Homme,70507.5139475808,4,Alimentaire
56,Homme,92906.89889772826,1,Électronique
61,Femme,71328.65761832273,8,Alimentaire
35,Femme,92207.5151798599,9,Beauté
20,Homme,78423.2008060457,7,Électronique
23,Femme,40789.89420880597,8,Alimentaire
20,Homme,24822.723894844617,1,Vestimentaire
62,Homme,49370.90137332114,4,Alimentaire
69,Femme,90843.78429307361,3,Électronique
68,Homme,26399.293050074055,9,Électronique
45,Femme,52771.71892082707,1,Alimentaire
20,Homme,86686.0746545546,6,Vestimentaire
37,Femme,95870.5951873652,5,Vestimentaire
32,Femme,20912.130147333937,6,Alimentaire
31,Femme,39323.257592824826,7,Vestimentaire
18,Femme,30128.82611398429,1,Alimentaire
28,Femme,26639.88517947059,3,Beauté
52,Homme,28992.817871784195,8,Électronique
26,Femme,25746.025826369045,5,Électronique
59,Homme,24664.97638419616,8,Alimentaire
26,Homme,76117.80848764564,7,Vestimentaire
27,Homme,77242.34608738031,6,Alimentaire
45,Femme,56229.14421850139,7,Électronique
66,Homme,58735.37973816854,4,Beauté
34,Femme,49105.79797509432,5,Alimentaire
18,Femme,49800.75232148392,2,Alimentaire
36,Femme,24894.164767966486,1,Beauté
53,Homme,20386.77851371891,1,Beauté
24,Femme,60583.329827048205,3,Alimentaire
59,Femme,75891.39459780412,8,Vestimentaire
27,Homme,72658.39795779603,7,Alimentaire
33,Homme,58214.97108126006,5,Alimentaire
32,Homme,98172.98318528816,6,Alimentaire
38,Femme,68191.40939191298,3,Vestimentaire
49,Homme,94417.86360128822,4,Alimentaire
24,Femme,86715.01369002886,2,Vestimentaire
26,Femme,29734.718010584915,3,Vestimentaire
43,Homme,94471.40173542438,3,Beauté
67,Femme,86145.50992405786,5,Électronique
28,Homme,67030.00276589105,3,Électronique
31,Femme,20404.869724478882,3,Électronique
41,Homme,48098.203709229434,3,Vestimentaire
22,Femme,72134.97009466481,6,Beauté
64,Homme,48573.93354962826,2,Vestimentaire
32,Femme,52618.956854257194,5,Électronique
40,Homme,72626.24449307748,8,Alimentaire
25,Femme,65355.5416483028,8,Électronique
59,Homme,97643.13983737647,4,Électronique
49,Femme,80713.27401446507,2,Vestimentaire
23,Homme,55804.344993245235,4,Vestimentaire
67,Femme,64553.156995271405,4,Beauté
45,Homme,65166.697600853586,10,Beauté
44,Femme,94685.26831641114,7,Beauté
33,Femme,57378.438043881804,10,Beauté
45,Femme,22717.559638446503,2,Alimentaire
38,Homme,82635.3731310216,8,Alimentaire
29,Homme,76869.25111202948,2,Alimentaire
36,Femme,76077.75448337439,6,Alimentaire
51,Homme,23848.050282191292,4,Beauté
40,Homme,93073.46387495808,8,Électronique
29,Femme,29048.158655857493,7,Alimentaire
48,Femme,65690.81716435826,4,Beauté
53,Femme,51986.43908404324,1,Beauté
30,Femme,81679.34480196319,6,Beauté
48,Homme,82647.92496342701,10,Vestimentaire
60,Homme,50302.584783110884,8,Alimentaire
31,Homme,32952.70106519759,8,Vestimentaire
35,Femme,51172.99124680227,2,Électronique
22,Femme,76588.7822423494,3,Beauté
20,Homme,42886.964393910224,5,Électronique
58,Femme,76899.83989717613,10,Alimentaire
57,Homme,73297.23984262373,9,Alimentaire
22,Femme,47566.46074684324,6,Vestimentaire
33,Homme,29222.840335936136,6,Alimentaire
54,Femme,97115.21094387627,4,Beauté
36,Femme,52635.521332442964,2,Alimentaire
49,Homme,68388.54402581506,4,Électronique
26,Femme,56674.49030939658,8,Alimentaire
29,Homme,48401.02782026879,4,Électronique
54,Homme,97209.2886495633,7,Alimentaire
23,Homme,94684.26722850424,10,Vestimentaire
22,Femme,28477.026392420164,4,Électronique
38,Homme,94756.63260311908,6,Vestimentaire
31,Femme,31832.012080538927,4,Électronique
27,Homme,89009.20224047442,5,Électronique
66,Homme,84982.92208111251,8,Électronique
46,Femme,43446.82339483964,4,Électronique
50,Homme,79681.60625156865,10,Vestimentaire
59,Femme,38314.84878248452,9,Alimentaire
21,Femme,54961.75061618278,1,Électronique
26,Homme,80051.655660219,6,Alimentaire
40,Homme,41550.55449082836,1,Beauté
21,Homme,90404.73382994178,6,Alimentaire
20,Femme,70705.57861346788,7,Électronique
27,Femme,72129.59938419552,8,Vestimentaire
48,Femme,51075.033216154625,7,Beauté
64,Femme,57323.74888164107,1,Alimentaire
61,Homme,67909.01283025225,10,Alimentaire
21,Homme,58023.32238357159,3,Électronique
58,Femme,75553.77180532951,5,Électronique
28,Homme,32309.927093106908,3,Électronique
48,Femme,30150.482550397806,1,Beauté
54,Femme,66459.12388681775,8,Vestimentaire
37,Femme,24239.88268697821,10,Beauté
21,Femme,96694.80724491454,1,Vestimentaire
64,Femme,46750.58254606559,4,Vestimentaire
52,Homme,58430.370680942,4,Électronique
47,Homme,42910.92692676086,6,Vestimentaire
18,Homme,85281.56904002531,4,Beauté
51,Homme,49176.471574558826,2,Beauté
35,Femme,98934.51653725677,8,Électronique
22,Femme,65219.031855077665,2,Alimentaire
18,Femme,39875.463416856364,3,Beauté
66,Femme,81340.66472080992,5,Vestimentaire
40,Homme,28485.79005388057,2,Beauté
43,Femme,51639.31472836013,7,Vestimentaire
63,Femme,56016.71347471659,3,Beauté
37,Homme,72216.98626381173,1,Beauté
65,Femme,31050.023388831374,3,Vestimentaire
61,Femme,32722.020972882325,6,Beauté
68,Femme,26330.38366499007,3,Beauté
66,Femme,24789.848615815525,9,Électronique
62,Femme,90513.42831922937,6,Alimentaire
41,Homme,22657.80030782735,7,Électronique
52,Femme,32696.98260172439,8,Alimentaire
23,Homme,44512.2209026816,8,Électronique
29,Femme,71783.5418971155,1,Vestimentaire
63,Femme,93423.4736703351,2,Vestimentaire
67,Femme,34999.02549415705,3,Vestimentaire
33,Homme,34847.66381187385,2,Beauté
48,Homme,22485.32801479775,8,Alimentaire
52,Femme,84831.0895932863,4,Vestimentaire
35,Femme,82440.54689729513,6,Alimentaire
44,Femme,42113.12522468894,3,Vestimentaire
30,Femme,66105.59562574484,3,Électronique
25,Homme,80944.37099430524,9,Vestimentaire
18,Femme,48224.34970157958,9,Électronique
21,Homme,80233.25971881066,3,Alimentaire
50,Homme,25794.31728065794,9,Beauté
19,Femme,49107.08672727216,3,Beauté
56,Femme,88604.79457126532,5,Alimentaire
18,Femme,40780.3788809242,1,Alimentaire
34,Homme,75533.41013132816,10,Beauté
69,Homme,75939.7556405639,1,Vestimentaire
56,Homme,35747.59451150878,2,Vestimentaire
50,Homme,39171.199986008534,9,Alimentaire
38,Homme,68297.89481152207,10,Vestimentaire
32,Femme,91582.25900099029,4,Vestimentaire
67,Femme,28423.35289124275,6,Électronique
65,Homme,29112.643680691333,9,Beauté
52,Homme,71775.43367443682,8,Beauté
44,Homme,55004.774096972644,6,Vestimentaire
28,Femme,24847.82697369384,9,Électronique
23,Homme,87617.17131082636,8,Vestimentaire
54,Homme,30821.954751465775,10,Électronique
33,Femme,66902.77668138267,2,Électronique
20,Femme,62112.745513646616,6,Alimentaire
67,Femme,59062.05185737726,5,Beauté
28,Homme,76177.49679724328,5,Beauté
64,Femme,36020.114063092624,6,Beauté
34,Femme,58273.976975925456,1,Beauté
24,Femme,99376.33749264048,5,Électronique
64,Homme,86000.28881156907,6,Vestimentaire
23,Homme,91521.44736245337,7,Vestimentaire
19,Homme,21402.30574038558,5,Vestimentaire
25,Homme,30183.658831204622,6,Électronique
36,Homme,52982.57390204328,9,Alimentaire
58,Femme,85277.56193769569,4,Électronique
58,Femme,93105.77104627968,10,Électronique
26,Homme,27337.473767766944,8,Vestimentaire
39,Femme,67385.29677502191,8,Alimentaire
25,Femme,85306.50951284394,1,Alimentaire
59,Homme,83135.44467779204,2,Vestimentaire
49,Femme,94604.27886949033,1,Vestimentaire
34,Homme,68958.97677870764,1,Beauté
53,Homme,94375.87056956333,6,Électronique
28,Homme,73563.95959930168,6,Beauté
54,Femme,52213.78466744261,7,Électronique
28,Homme,44458.87226559545,1,Vestimentaire
23,Homme,87818.31462063156,3,Beauté
40,Femme,56083.56459520364,4,Électronique
29,Femme,28923.854652208396,4,Électronique
55,Femme,57871.43166244918,10,Vestimentaire
29,Femme,62553.06533067663,4,Vestimentaire
41,Homme,36983.5311316096,7,Alimentaire
51,Homme,83566.29806353852,2,Alimentaire
32,Femme,49978.1649471137,5,Beauté
42,Femme,55621.697420257915,6,Électronique
36,Femme,64948.64725101139,7,Beauté
64,Homme,25601.60264402996,3,Alimentaire
39,Femme,63453.56350339605,6,Électronique
41,Homme,92897.49884649317,1,Alimentaire
51,Homme,22181.583181035592,3,Beauté
47,Homme,98917.46163899834,6,Vestimentaire
67,Homme,93823.38407374267,6,Beauté
50,Homme,34736.77170864215,5,Électronique
47,Femme,26560.717640466934,5,Alimentaire
60,Homme,32772.24792664885,4,Alimentaire
26,Homme,95061.13586175695,8,Électronique
46,Femme,95152.51425177301,7,Alimentaire
53,Homme,56105.46267761509,9,Électronique
52,Femme,55579.157197758694,8,Alimentaire
40,Femme,97829.34650509854,3,Alimentaire
49,Femme,69345.54086367777,6,Électronique
48,Homme,73182.2502459242,8,Alimentaire
29,Homme,99495.7983579334,5,Alimentaire
56,Homme,53419.58924035923,7,Alimentaire
58,Femme,74311.41048000792,10,Beauté
25,Homme,45666.71452712284,1,Électronique
55,Homme,25127.617205521994,1,Vestimentaire
57,Femme,50837.183815932876,7,Beauté
43,Femme,64837.78213243752,8,Beauté
23,Homme,41667.10593423005,9,Alimentaire
25,Femme,97226.80967425519,8,Alimentaire
56,Homme,24439.136357222735,9,Alimentaire
61,Femme,88589.80524711241,9,Beauté
58,Homme,35144.197644225096,10,Électronique
63,Homme,28589.63199719062,2,Beauté
40,Homme,42181.509181331916,9,Alimentaire
30,Homme,98297.8248899333,10,Électronique
58,Homme,77293.05936202142,4,Vestimentaire
57,Homme,95830.21771670319,5,Alimentaire
55,Femme,48404.47233484667,5,Électronique
20,Femme,92457.25429082356,2,Vestimentaire
18,Femme,38945.9600615519,4,Beauté
42,Homme,41630.34197373743,8,Beauté
46,Femme,25457.29871480191,5,Électronique
41,Femme,82776.8455917707,4,Beauté
57,Femme,84713.11568225508,5,Beauté
64,Homme,89297.8961019241,6,Vestimentaire
62,Femme,45956.17871478592,10,Électronique
40,Femme,97203.7405431816,6,Électronique
26,Femme,93827.26335017846,4,Électronique
40,Homme,57068.744053099144,9,Beauté
24,Homme,29618.847029117816,5,Électronique
